         16595716 function calls (16555956 primitive calls) in 4.772 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.012    0.012 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/arrays/arrow/__init__.py:1(<module>)
       33    0.000    0.000    0.012    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/dataclasses.py:1294(wrap)
       33    0.001    0.000    0.012    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/dataclasses.py:929(_process_class)
        1    0.000    0.000    0.012    0.012 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_optimize.py:1(<module>)
   174047    0.012    0.000    0.012    0.000 {method 'getrandbits' of '_random.Random' objects}
        6    0.000    0.000    0.012    0.002 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/_docscrape.py:626(__init__)
       25    0.000    0.000    0.012    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typeconv/castgraph.py:131(unsafe)
     1105    0.001    0.000    0.012    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.012    0.012 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/arrays/arrow/array.py:1(<module>)
       40    0.009    0.000    0.011    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.011    0.011 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/loader.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/indexing.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/builtins.py:1(<module>)
      131    0.001    0.000    0.011    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distn_infrastructure.py:749(_construct_argparser)
        1    0.000    0.000    0.011    0.011 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/module.py:1(<module>)
      421    0.000    0.000    0.011    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/ffi.py:139(__getattr__)
   108835    0.011    0.000    0.011    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/logging/__init__.py:1765(isEnabledFor)
     4842    0.001    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:145(_path_stat)
     1288    0.011    0.000    0.011    0.000 {method 'read' of '_io.BufferedReader' objects}
    34501    0.007    0.000    0.011    0.000 /home/gavin/Documents/MAY/june_zero/may/distributor/distributor_pop_to_venue.py:236(_deal_with_no_venue)
        1    0.000    0.000    0.011    0.011 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/__init__.py:1(<module>)
       13    0.000    0.000    0.011    0.001 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/frame.py:698(__init__)
      216    0.001    0.000    0.010    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/_docscrape.py:366(_parse_summary)
        1    0.000    0.000    0.010    0.010 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/value.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_discrete_distns.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/indexes/api.py:1(<module>)
     1284    0.010    0.000    0.010    0.000 {built-in method _io.open_code}
       13    0.000    0.000    0.010    0.001 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/internals/construction.py:423(dict_to_mgr)
        1    0.000    0.000    0.010    0.010 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_linprog.py:1(<module>)
      898    0.001    0.000    0.010    0.000 <frozen abc>:105(__new__)
        1    0.000    0.000    0.010    0.010 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/spatial/transform/__init__.py:1(<module>)
    36468    0.007    0.000    0.010    0.000 /home/gavin/Documents/MAY/june_zero/may/geography/venue.py:43(__init__)
    95282    0.010    0.000    0.010    0.000 {method 'update' of 'set' objects}
      131    0.000    0.000    0.010    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distn_infrastructure.py:735(_attach_argparser_methods)
     2468    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap>:632(cached)
     8463    0.006    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:131(_path_join)
       33    0.000    0.000    0.010    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/dataclasses.py:1277(dataclass)
      110    0.001    0.000    0.010    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distn_infrastructure.py:1923(_attach_methods)
     4877    0.010    0.000    0.010    0.000 {built-in method posix.stat}
      389    0.001    0.000    0.010    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/typing.py:1423(__init__)
      295    0.000    0.000    0.010    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/ffi.py:132(_lib)
       21    0.000    0.000    0.009    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distn_infrastructure.py:3319(__init__)
        1    0.000    0.000    0.009    0.009 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/ffi.py:117(_load_lib)
      210    0.001    0.000    0.009    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/_docscrape.py:599(__str__)
      135    0.004    0.000    0.009    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/collections/__init__.py:358(namedtuple)
      665    0.000    0.000    0.009    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/logging/__init__.py:1667(handle)
    36468    0.006    0.000    0.009    0.000 /home/gavin/Documents/MAY/june_zero/may/geography/geographical_unit.py:39(add_venue)
        1    0.000    0.000    0.009    0.009 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/api/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distn_infrastructure.py:1(<module>)
     1323    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:643(_get_cached)
        1    0.000    0.000    0.009    0.009 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/ir_utils.py:1(<module>)
     1209    0.005    0.000    0.009    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/dtypes/cast.py:1166(maybe_infer_to_datetimelike)
        1    0.000    0.000    0.009    0.009 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/series.py:1(<module>)
     2508    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap>:162(__enter__)
        1    0.000    0.000    0.009    0.009 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/api.py:1(<module>)
      665    0.001    0.000    0.009    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/logging/__init__.py:1721(callHandlers)
        1    0.000    0.000    0.009    0.009 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/spatial/transform/_rotation_groups.py:1(<module>)
      213    0.001    0.000    0.008    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/_docscrape.py:548(__str__)
        1    0.000    0.000    0.008    0.008 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/ffi.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/constants/__init__.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/sparse/linalg/__init__.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/parfors/__init__.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/cpu.py:1(<module>)
      665    0.001    0.000    0.008    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/logging/__init__.py:1011(handle)
      656    0.007    0.000    0.008    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/re/_compiler.py:241(_optimize_charset)
        1    0.000    0.000    0.008    0.008 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/typeref.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/__init__.py:1(<module>)
    28747    0.007    0.000    0.008    0.000 {method 'join' of 'str' objects}
      338    0.008    0.000    0.008    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.008    0.008 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/_testutils.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/parfors/parfor_lowering.py:1(<module>)
   123251    0.008    0.000    0.008    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/indexes/base.py:6718(_maybe_cast_indexer)
     1301    0.000    0.000    0.008    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/_docscrape.py:85(read_to_next_unindented_line)
      131    0.000    0.000    0.008    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distn_infrastructure.py:683(__init__)
   126327    0.008    0.000    0.008    0.000 {built-in method builtins.callable}
       10    0.000    0.000    0.008    0.001 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typeconv/typeconv.py:103(safe_unsafe)
  186/171    0.000    0.000    0.008    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/typing.py:574(__getitem__)
        1    0.000    0.000    0.007    0.007 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/integrate/__init__.py:1(<module>)
21414/21393    0.005    0.000    0.007    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/abstract.py:121(__hash__)
      665    0.001    0.000    0.007    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/logging/__init__.py:1139(emit)
      170    0.001    0.000    0.007    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/typing.py:753(Union)
    41501    0.006    0.000    0.007    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.007    0.007 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/extending.py:1(<module>)
     1163    0.002    0.000    0.007    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/internals/managers.py:1882(from_array)
        1    0.000    0.000    0.007    0.007 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/__init__.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/algorithms.py:1(<module>)
     1782    0.001    0.000    0.007    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/re/__init__.py:183(sub)
     1228    0.002    0.000    0.007    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/generic.py:6323(__setattr__)
    94447    0.007    0.000    0.007    0.000 {method 'bit_length' of 'int' objects}
       33    0.000    0.000    0.007    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/dataclasses.py:470(add_fns_to_class)
        1    0.000    0.000    0.007    0.007 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/methods/describe.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/api/typing/__init__.py:1(<module>)
      143    0.000    0.000    0.007    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/util/_decorators.py:484(__call__)
        1    0.000    0.000    0.007    0.007 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/testing/__init__.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/linalg/_decomp.py:1(<module>)
      117    0.000    0.000    0.007    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/typing.py:580(__getitem__)
     2508    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap>:124(setdefault)
      145    0.006    0.000    0.006    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      665    0.000    0.000    0.006    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/logging/__init__.py:1626(makeRecord)
    29688    0.004    0.000    0.006    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/_docscrape.py:64(eof)
        1    0.000    0.000    0.006    0.006 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_mgc.py:1(<module>)
      270    0.001    0.000    0.006    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/util/_decorators.py:363(decorator)
     1820    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:164(_path_isfile)
       55    0.000    0.000    0.006    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:69(_wrapreduction)
        1    0.000    0.000    0.006    0.006 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_linprog_ip.py:1(<module>)
        2    0.000    0.000    0.006    0.003 /home/gavin/.conda/envs/claude/lib/python3.13/ctypes/__init__.py:343(__init__)
      105    0.001    0.000    0.006    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/typing.py:812(Literal)
        1    0.000    0.000    0.006    0.006 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/interpolate/__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/formats/format.py:1(<module>)
        2    0.006    0.003    0.006    0.003 {built-in method _ctypes.dlopen}
      665    0.002    0.000    0.006    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/logging/__init__.py:298(__init__)
        1    0.000    0.000    0.006    0.006 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/parfors/parfor.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_resampling.py:1(<module>)
     7046    0.004    0.000    0.006    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/_docscrape.py:57(seek_next_non_empty_line)
    67920    0.006    0.000    0.006    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.006    0.006 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/ndimage/__init__.py:1(<module>)
     1323    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1620(_get_spec)
        1    0.000    0.000    0.006    0.006 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/_config/__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_linprog_util.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/gavin/Documents/MAY/june_zero/may/stats/statmaker.py:13(collect_statistics)
     2508    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:372(release)
     1973    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:155(_path_is_mode_type)
        1    0.000    0.000    0.005    0.005 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/containers.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/common.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/pythonapi.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/linalg/_matfuncs.py:1(<module>)
